id	max_rounds	pick	rounds	interference	exit	trace
S196	1	ok:task	impl=ok;panel=all;judge=done	1:afterImplementer:both	0	pick,impl1:ok,panel1:all,judge1
S197	1	ok:task	impl=ok;panel=all;judge=same	1:afterImplementer:both	2	pick,impl1:ok,panel1:all,judge1
S198	1	ok:task	impl=ok;panel=all;judge=rewrite	1:afterPanel:editTask	2	pick,impl1:ok,panel1:all,judge1
S199	1	ok:task	impl=ok;panel=all;judge=done	1:afterPanel:editTask	0	pick,impl1:ok,panel1:all,judge1
S200	1	ok:task	impl=ok;panel=all;judge=same	1:afterPanel:editTask	2	pick,impl1:ok,panel1:all,judge1
S201	1	ok:task	impl=ok;panel=all;judge=rewrite	1:afterPanel:writeFinished	2	pick,impl1:ok,panel1:all,judge1
S202	1	ok:task	impl=ok;panel=all;judge=done	1:afterPanel:writeFinished	0	pick,impl1:ok,panel1:all,judge1
S203	1	ok:task	impl=ok;panel=all;judge=same	1:afterPanel:writeFinished	2	pick,impl1:ok,panel1:all,judge1
S204	1	ok:task	impl=ok;panel=all;judge=rewrite	1:afterPanel:both	2	pick,impl1:ok,panel1:all,judge1
S205	1	ok:task	impl=ok;panel=all;judge=done	1:afterPanel:both	0	pick,impl1:ok,panel1:all,judge1
S206	1	ok:task	impl=ok;panel=all;judge=same	1:afterPanel:both	2	pick,impl1:ok,panel1:all,judge1
